Frame Number,Moods
345,"[['calm', 0.45270776748657227], ['sad', 0.33721473813056946], ['happy', 0.13828417658805847], ['angry', 0.10607834905385971], ['serious', 0.09707904607057571]]"
346,"[['calm', 0.45783916115760803], ['sad', 0.33146610856056213], ['happy', 0.13280853629112244], ['angry', 0.10191567987203598], ['serious', 0.09580160677433014]]"
347,"[['calm', 0.4674035906791687], ['sad', 0.32805314660072327], ['happy', 0.12623190879821777], ['angry', 0.10150985419750214], ['serious', 0.09914489090442657]]"
348,"[['calm', 0.47235026955604553], ['sad', 0.325194388628006], ['happy', 0.1217866763472557], ['angry', 0.10070182383060455], ['serious', 0.10055530816316605]]"
349,"[['calm', 0.46665117144584656], ['sad', 0.3185296356678009], ['happy', 0.12408064305782318], ['angry', 0.10236383974552155], ['serious', 0.0957188606262207]]"
350,"[['calm', 0.4700808525085449], ['sad', 0.31557485461235046], ['happy', 0.12109573930501938], ['angry', 0.10195029526948929], ['serious', 0.09296737611293793]]"
351,"[['calm', 0.4621835947036743], ['sad', 0.3229080140590668], ['happy', 0.11800011992454529], ['angry', 0.10407388210296631], ['serious', 0.08963241428136826]]"
352,"[['calm', 0.4532211720943451], ['sad', 0.32206860184669495], ['happy', 0.11722321808338165], ['angry', 0.10017666220664978], ['serious', 0.08773695677518845]]"
353,"[['calm', 0.43820804357528687], ['sad', 0.31956663727760315], ['happy', 0.11591624468564987], ['angry', 0.10151448100805283], ['serious', 0.08609506487846375]]"
354,"[['calm', 0.42487749457359314], ['sad', 0.3201523423194885], ['happy', 0.11313264071941376], ['angry', 0.09389977157115936], ['serious', 0.08374080806970596]]"
355,"[['calm', 0.42291000485420227], ['sad', 0.32224389910697937], ['happy', 0.11295994371175766], ['angry', 0.09601777046918869], ['serious', 0.08190463483333588]]"
356,"[['calm', 0.41706719994544983], ['sad', 0.3194505572319031], ['happy', 0.11200058460235596], ['angry', 0.09649984538555145], ['serious', 0.08146894723176956]]"
357,"[['calm', 0.4135393798351288], ['sad', 0.31533125042915344], ['happy', 0.11310184001922607], ['angry', 0.09620270133018494], ['serious', 0.08231371641159058]]"
358,"[['calm', 0.40604689717292786], ['sad', 0.30167001485824585], ['happy', 0.11745265871286392], ['angry', 0.09021737426519394], ['serious', 0.08082032203674316]]"
359,"[['calm', 0.4075973629951477], ['sad', 0.30605122447013855], ['happy', 0.11425768584012985], ['angry', 0.09196098148822784], ['serious', 0.08268578350543976]]"
360,"[['calm', 0.41142740845680237], ['sad', 0.31353652477264404], ['happy', 0.11274378001689911], ['angry', 0.09554452449083328], ['serious', 0.08536075055599213]]"
361,"[['calm', 0.4087855815887451], ['sad', 0.3129454553127289], ['happy', 0.10933578759431839], ['angry', 0.09274514019489288], ['serious', 0.08573886007070541]]"
362,"[['calm', 0.40600451827049255], ['sad', 0.3135419487953186], ['happy', 0.11266031861305237], ['angry', 0.09438322484493256], ['serious', 0.08568641543388367]]"
363,"[['calm', 0.39769086241722107], ['sad', 0.31344249844551086], ['happy', 0.11150212585926056], ['angry', 0.09489855915307999], ['serious', 0.08315705507993698]]"
364,"[['calm', 0.4007245898246765], ['sad', 0.31340980529785156], ['happy', 0.10882389545440674], ['angry', 0.09153874963521957], ['serious', 0.08305635303258896]]"
365,"[['calm', 0.3933567404747009], ['sad', 0.30489611625671387], ['happy', 0.111750528216362], ['angry', 0.09387519210577011], ['serious', 0.08703868091106415]]"
366,"[['calm', 0.3939686119556427], ['sad', 0.30395475029945374], ['happy', 0.11504445225000381], ['angry', 0.0942167192697525], ['serious', 0.0888775959610939]]"
367,"[['calm', 0.39502325654029846], ['sad', 0.31291699409484863], ['happy', 0.11162508279085159], ['angry', 0.09469139575958252], ['serious', 0.08983375877141953]]"
368,"[['calm', 0.38992536067962646], ['sad', 0.3110921084880829], ['happy', 0.1106877326965332], ['angry', 0.09219107031822205], ['serious', 0.090252585709095]]"
369,"[['calm', 0.38649114966392517], ['sad', 0.31198281049728394], ['happy', 0.10912144184112549], ['angry', 0.09030551463365555], ['serious', 0.0894327163696289]]"
370,"[['calm', 0.392068088054657], ['sad', 0.3155898153781891], ['happy', 0.10735880583524704], ['serious', 0.08733714371919632], ['angry', 0.08512379229068756]]"
371,"[['calm', 0.3954125642776489], ['sad', 0.31947311758995056], ['happy', 0.1059846505522728], ['serious', 0.08650754392147064], ['angry', 0.08249987661838531]]"
372,"[['calm', 0.3962973356246948], ['sad', 0.3210611641407013], ['happy', 0.10418303310871124], ['serious', 0.08412149548530579], ['angry', 0.07709106057882309]]"
373,"[['calm', 0.39166325330734253], ['sad', 0.3199494779109955], ['happy', 0.1040327325463295], ['serious', 0.0854249969124794], ['angry', 0.07492397725582123]]"
374,"[['calm', 0.3881862163543701], ['sad', 0.31660810112953186], ['happy', 0.1069423109292984], ['serious', 0.08545331656932831], ['angry', 0.07300685346126556]]"
375,"[['calm', 0.39017245173454285], ['sad', 0.31128212809562683], ['happy', 0.10420651733875275], ['serious', 0.08330684900283813], ['angry', 0.07051395624876022]]"
376,"[['calm', 0.39448556303977966], ['sad', 0.305612176656723], ['happy', 0.10244815051555634], ['serious', 0.08538474887609482], ['angry', 0.06484607607126236]]"
377,"[['calm', 0.3874577283859253], ['sad', 0.2986985146999359], ['happy', 0.10537029802799225], ['serious', 0.08354468643665314], ['angry', 0.061264585703611374]]"
378,"[['calm', 0.3820863366127014], ['sad', 0.291647344827652], ['happy', 0.10360368341207504], ['serious', 0.07655732333660126], ['tired', 0.06464049965143204]]"
379,"[['calm', 0.3802749216556549], ['sad', 0.28367331624031067], ['happy', 0.10065905749797821], ['serious', 0.07521764189004898], ['tired', 0.0653638169169426]]"
380,"[['calm', 0.3797931373119354], ['sad', 0.28538817167282104], ['happy', 0.10129932314157486], ['serious', 0.07287955284118652], ['tired', 0.06595496088266373]]"
381,"[['calm', 0.37841203808784485], ['sad', 0.28199684619903564], ['happy', 0.10060130059719086], ['serious', 0.0710676833987236], ['tired', 0.06823264062404633]]"
382,"[['calm', 0.38346540927886963], ['sad', 0.28295546770095825], ['happy', 0.09410956501960754], ['serious', 0.07159232348203659], ['tired', 0.06918175518512726]]"
383,"[['calm', 0.3908764123916626], ['sad', 0.2992638349533081], ['happy', 0.09232676029205322], ['serious', 0.07408876717090607], ['tired', 0.07093515247106552]]"
384,"[['calm', 0.3929044008255005], ['sad', 0.303437203168869], ['happy', 0.09320339560508728], ['tired', 0.07503455132246017], ['serious', 0.07246167212724686]]"
385,"[['calm', 0.39805468916893005], ['sad', 0.30808621644973755], ['happy', 0.08887350559234619], ['tired', 0.07653738558292389], ['serious', 0.07252656668424606]]"
386,"[['calm', 0.3947239816188812], ['sad', 0.30238020420074463], ['happy', 0.09126252681016922], ['tired', 0.07577622681856155], ['serious', 0.0750548392534256]]"
387,"[['calm', 0.3887891471385956], ['sad', 0.295951783657074], ['happy', 0.09346631914377213], ['serious', 0.07657214254140854], ['tired', 0.0725824236869812]]"
388,"[['calm', 0.38665255904197693], ['sad', 0.2943294942378998], ['happy', 0.0977674350142479], ['serious', 0.0818992555141449], ['angry', 0.06961598247289658]]"
389,"[['calm', 0.3757495880126953], ['sad', 0.28804200887680054], ['happy', 0.0987350344657898], ['serious', 0.07917452603578568], ['angry', 0.0734671801328659]]"
390,"[['calm', 0.3810092806816101], ['sad', 0.281147301197052], ['happy', 0.09965009242296219], ['serious', 0.08090519905090332], ['angry', 0.07229850441217422]]"
391,"[['calm', 0.3910366892814636], ['sad', 0.2693612277507782], ['happy', 0.10129287093877792], ['serious', 0.08110823482275009], ['angry', 0.07205568999052048]]"
392,"[['calm', 0.3876909911632538], ['sad', 0.2681654095649719], ['happy', 0.10007995367050171], ['serious', 0.07847537100315094], ['angry', 0.07049252092838287]]"
393,"[['calm', 0.39187005162239075], ['sad', 0.2643060088157654], ['happy', 0.10261929780244827], ['serious', 0.08384821563959122], ['angry', 0.07209880650043488]]"
394,"[['calm', 0.3973204791545868], ['sad', 0.26277220249176025], ['happy', 0.10132306814193726], ['serious', 0.08619274199008942], ['angry', 0.07273630797863007]]"
395,"[['calm', 0.3809618055820465], ['sad', 0.25925812125205994], ['happy', 0.10768885910511017], ['serious', 0.08794252574443817], ['angry', 0.08094067871570587]]"
396,"[['calm', 0.3814627230167389], ['sad', 0.26123636960983276], ['happy', 0.10522768646478653], ['serious', 0.0909993126988411], ['angry', 0.08211879432201385]]"
397,"[['calm', 0.3561500012874603], ['sad', 0.27728933095932007], ['happy', 0.10441922396421432], ['serious', 0.09908509254455566], ['angry', 0.08731801807880402]]"
398,"[['calm', 0.36657100915908813], ['sad', 0.28793206810951233], ['happy', 0.10115306824445724], ['serious', 0.09877806901931763], ['angry', 0.09011011570692062]]"
399,"[['calm', 0.37214136123657227], ['sad', 0.2864338457584381], ['serious', 0.09796511381864548], ['happy', 0.09637092053890228], ['angry', 0.09472819417715073]]"
400,"[['calm', 0.390794962644577], ['sad', 0.2928377389907837], ['serious', 0.0973832979798317], ['happy', 0.09640514105558395], ['angry', 0.09380915015935898]]"
401,"[['calm', 0.3979889154434204], ['sad', 0.2961241602897644], ['serious', 0.09515827894210815], ['angry', 0.09486657381057739], ['happy', 0.09288602322340012]]"
402,"[['calm', 0.3934173285961151], ['sad', 0.2850477993488312], ['angry', 0.09804001450538635], ['serious', 0.09480462223291397], ['happy', 0.09096971899271011]]"
403,"[['calm', 0.3886290490627289], ['sad', 0.27948322892189026], ['happy', 0.09341800957918167], ['angry', 0.09277138113975525], ['serious', 0.09063587337732315]]"
404,"[['calm', 0.38929781317710876], ['sad', 0.285720556974411], ['angry', 0.09619255363941193], ['serious', 0.09555280208587646], ['happy', 0.0935104489326477]]"
405,"[['calm', 0.37589505314826965], ['sad', 0.2939438223838806], ['serious', 0.1006450280547142], ['angry', 0.09640493243932724], ['happy', 0.08895906805992126]]"
406,"[['calm', 0.3745073974132538], ['sad', 0.2996634542942047], ['serious', 0.10995437204837799], ['angry', 0.10082913190126419], ['happy', 0.0871388390660286]]"
407,"[['calm', 0.3773602843284607], ['sad', 0.30518639087677], ['serious', 0.11654625833034515], ['angry', 0.10784470289945602], ['happy', 0.0844849944114685]]"
408,"[['calm', 0.38003483414649963], ['sad', 0.3068762719631195], ['serious', 0.12058726698160172], ['angry', 0.11938191205263138], ['happy', 0.08871416747570038]]"
409,"[['calm', 0.39025676250457764], ['sad', 0.3182641565799713], ['serious', 0.12412479519844055], ['angry', 0.11415867507457733], ['happy', 0.08706166595220566]]"
410,"[['calm', 0.38468557596206665], ['sad', 0.3281286060810089], ['serious', 0.12085949629545212], ['angry', 0.11500786989927292], ['happy', 0.08487345278263092]]"
411,"[['calm', 0.3889695703983307], ['sad', 0.3370002508163452], ['serious', 0.11947961151599884], ['angry', 0.10944056510925293], ['happy', 0.08685896545648575]]"
412,"[['calm', 0.3853023946285248], ['sad', 0.341193288564682], ['serious', 0.11757561564445496], ['angry', 0.11032138764858246], ['happy', 0.08810698986053467]]"
413,"[['calm', 0.3972129821777344], ['sad', 0.348786324262619], ['serious', 0.11853989958763123], ['angry', 0.10521578788757324], ['happy', 0.08545789867639542]]"
414,"[['calm', 0.3941417634487152], ['sad', 0.3489595353603363], ['serious', 0.11087622493505478], ['angry', 0.09686102718114853], ['happy', 0.08278568089008331]]"
415,"[['calm', 0.40850305557250977], ['sad', 0.35042786598205566], ['serious', 0.10602005571126938], ['angry', 0.08975456655025482], ['happy', 0.0809241309762001]]"
416,"[['calm', 0.4028845727443695], ['sad', 0.34886831045150757], ['serious', 0.10147808492183685], ['angry', 0.08557869493961334], ['happy', 0.0839383527636528]]"
417,"[['calm', 0.40071308612823486], ['sad', 0.3502063453197479], ['serious', 0.09725664556026459], ['happy', 0.0866357833147049], ['angry', 0.08202779293060303]]"
418,"[['calm', 0.4048159420490265], ['sad', 0.35742977261543274], ['serious', 0.08962593227624893], ['happy', 0.08468468487262726], ['angry', 0.07569119334220886]]"
419,"[['calm', 0.39448291063308716], ['sad', 0.34855926036834717], ['happy', 0.08769693225622177], ['serious', 0.08333751559257507], ['angry', 0.07295394688844681]]"
420,"[['calm', 0.39582496881484985], ['sad', 0.34665048122406006], ['happy', 0.08756978064775467], ['serious', 0.08154244720935822], ['angry', 0.07049825042486191]]"
421,"[['calm', 0.399056613445282], ['sad', 0.34254947304725647], ['happy', 0.08516368269920349], ['serious', 0.08395908772945404], ['angry', 0.07276888191699982]]"
422,"[['calm', 0.3977072238922119], ['sad', 0.3393196761608124], ['happy', 0.08342929929494858], ['serious', 0.08318581432104111], ['angry', 0.06914303451776505]]"
423,"[['calm', 0.39613983035087585], ['sad', 0.33739399909973145], ['happy', 0.08526553213596344], ['serious', 0.08385182172060013], ['angry', 0.07118212431669235]]"
424,"[['calm', 0.39988940954208374], ['sad', 0.33189657330513], ['happy', 0.08482525497674942], ['serious', 0.08159875124692917], ['angry', 0.07070265710353851]]"
425,"[['calm', 0.40076184272766113], ['sad', 0.33035415410995483], ['happy', 0.08537333458662033], ['serious', 0.08381479978561401], ['angry', 0.07021266222000122]]"
426,"[['calm', 0.39348292350769043], ['sad', 0.3272775113582611], ['happy', 0.08220676332712173], ['serious', 0.08064553886651993], ['angry', 0.06594092398881912]]"
427,"[['calm', 0.38954171538352966], ['sad', 0.3232017755508423], ['happy', 0.08327164500951767], ['serious', 0.07981571555137634], ['angry', 0.06591169536113739]]"
428,"[['calm', 0.3851666748523712], ['sad', 0.3229559361934662], ['happy', 0.08422941714525223], ['serious', 0.07950887829065323], ['angry', 0.06291184574365616]]"
429,"[['calm', 0.380982905626297], ['sad', 0.32027989625930786], ['happy', 0.08340298384428024], ['serious', 0.07870006561279297], ['angry', 0.06317398697137833]]"
430,"[['calm', 0.3753325045108795], ['sad', 0.3196941018104553], ['happy', 0.08237466216087341], ['serious', 0.07650312036275864], ['tired', 0.06258755922317505]]"
431,"[['calm', 0.36178863048553467], ['sad', 0.31417545676231384], ['happy', 0.08504604548215866], ['serious', 0.07386695593595505], ['tired', 0.06675020605325699]]"
432,"[['calm', 0.3629000186920166], ['sad', 0.3089201748371124], ['happy', 0.08591049164533615], ['serious', 0.07316775619983673], ['tired', 0.06422815471887589]]"
433,"[['calm', 0.3636067807674408], ['sad', 0.3071761131286621], ['happy', 0.08708260953426361], ['serious', 0.07565362006425858], ['tired', 0.06298761069774628]]"
434,"[['calm', 0.3627324104309082], ['sad', 0.30656898021698], ['happy', 0.08640675991773605], ['serious', 0.07655363529920578], ['tired', 0.06200725957751274]]"
435,"[['calm', 0.3674919307231903], ['sad', 0.3090645670890808], ['happy', 0.08427602797746658], ['serious', 0.0791415423154831], ['tired', 0.06027534231543541]]"
436,"[['calm', 0.36223044991493225], ['sad', 0.3079545795917511], ['happy', 0.08393963426351547], ['serious', 0.07868248969316483], ['tired', 0.06073570251464844]]"
437,"[['calm', 0.35681384801864624], ['sad', 0.3046685755252838], ['happy', 0.08701616525650024], ['serious', 0.08190535008907318], ['angry', 0.06320974230766296]]"
438,"[['calm', 0.3472316861152649], ['sad', 0.3068282902240753], ['serious', 0.08519567549228668], ['happy', 0.08468693494796753], ['angry', 0.06387108564376831]]"
439,"[['calm', 0.3451288938522339], ['sad', 0.310298889875412], ['serious', 0.08616792410612106], ['happy', 0.08263251185417175], ['angry', 0.06519035995006561]]"
440,"[['calm', 0.3526762127876282], ['sad', 0.3163277208805084], ['serious', 0.08699449896812439], ['happy', 0.08232548087835312], ['angry', 0.06476122885942459]]"
441,"[['calm', 0.35424190759658813], ['sad', 0.3219483494758606], ['serious', 0.0890185758471489], ['happy', 0.08237877488136292], ['angry', 0.06432794779539108]]"
442,"[['calm', 0.3502342700958252], ['sad', 0.3218804597854614], ['serious', 0.0885692909359932], ['happy', 0.07999877631664276], ['angry', 0.06480129808187485]]"
443,"[['calm', 0.3569139242172241], ['sad', 0.3218117952346802], ['serious', 0.08897752314805984], ['happy', 0.07783377170562744], ['angry', 0.06840666383504868]]"
444,"[['calm', 0.3537919819355011], ['sad', 0.31998997926712036], ['serious', 0.0904177874326706], ['happy', 0.07839168608188629], ['angry', 0.06938537210226059]]"
445,"[['calm', 0.34802618622779846], ['sad', 0.3149300515651703], ['serious', 0.09144166857004166], ['happy', 0.08176462352275848], ['angry', 0.07161389291286469]]"
446,"[['calm', 0.3492150604724884], ['sad', 0.3106624484062195], ['serious', 0.0890248641371727], ['happy', 0.0775490328669548], ['angry', 0.06698504090309143]]"
447,"[['calm', 0.35215672850608826], ['sad', 0.3087705671787262], ['serious', 0.08759354054927826], ['happy', 0.07898851484060287], ['angry', 0.06608090549707413]]"
448,"[['calm', 0.3587195873260498], ['sad', 0.31411805748939514], ['serious', 0.0933757945895195], ['happy', 0.08165343850851059], ['angry', 0.06605049967765808]]"
449,"[['calm', 0.36166879534721375], ['sad', 0.3094288110733032], ['serious', 0.0947759822010994], ['happy', 0.08456675708293915], ['angry', 0.07118234038352966]]"
450,"[['calm', 0.3623174726963043], ['sad', 0.31438371539115906], ['serious', 0.09675579518079758], ['happy', 0.0864056870341301], ['angry', 0.06960591673851013]]"
451,"[['calm', 0.35459253191947937], ['sad', 0.30722925066947937], ['serious', 0.09680508077144623], ['happy', 0.08854049444198608], ['angry', 0.07306971400976181]]"
452,"[['calm', 0.34391477704048157], ['sad', 0.2909926176071167], ['serious', 0.09125528484582901], ['happy', 0.08713218569755554], ['angry', 0.0727531909942627]]"
453,"[['calm', 0.3360446095466614], ['sad', 0.28060972690582275], ['happy', 0.08905906975269318], ['serious', 0.08830445259809494], ['angry', 0.07591725140810013]]"
454,"[['calm', 0.35046911239624023], ['sad', 0.2823653519153595], ['happy', 0.08891680091619492], ['serious', 0.0885433480143547], ['angry', 0.08026496320962906]]"
455,"[['calm', 0.359417200088501], ['sad', 0.2817697823047638], ['happy', 0.08811964839696884], ['serious', 0.08630619198083878], ['angry', 0.0838734582066536]]"
456,"[['calm', 0.36306384205818176], ['sad', 0.28221166133880615], ['happy', 0.0900835171341896], ['angry', 0.08772730082273483], ['serious', 0.08531108498573303]]"
457,"[['calm', 0.3669750690460205], ['sad', 0.28014472126960754], ['happy', 0.09181889146566391], ['angry', 0.08651448041200638], ['serious', 0.08318081498146057]]"
458,"[['calm', 0.3648623824119568], ['sad', 0.2722359299659729], ['happy', 0.09211834520101547], ['angry', 0.08203237503767014], ['serious', 0.08119713515043259]]"
459,"[['calm', 0.377544641494751], ['sad', 0.27626273036003113], ['happy', 0.09133028984069824], ['serious', 0.08158137649297714], ['angry', 0.08082055300474167]]"
460,"[['calm', 0.38300687074661255], ['sad', 0.27477478981018066], ['happy', 0.08745914697647095], ['serious', 0.07932323962450027], ['angry', 0.07780411839485168]]"
461,"[['calm', 0.38782811164855957], ['sad', 0.2772492468357086], ['happy', 0.08382485061883926], ['serious', 0.07860595732927322], ['angry', 0.0765240266919136]]"
462,"[['calm', 0.3868486285209656], ['sad', 0.2681562900543213], ['happy', 0.0834403857588768], ['serious', 0.07690416276454926], ['angry', 0.07588588446378708]]"
463,"[['calm', 0.3831547498703003], ['sad', 0.26144853234291077], ['happy', 0.08560381084680557], ['serious', 0.07648316025733948], ['angry', 0.0761537253856659]]"
464,"[['calm', 0.3730892539024353], ['sad', 0.2474229782819748], ['happy', 0.08965782821178436], ['serious', 0.0795365497469902], ['angry', 0.07938180863857269]]"
465,"[['calm', 0.35862329602241516], ['sad', 0.23179937899112701], ['happy', 0.09572003781795502], ['angry', 0.07808827608823776], ['serious', 0.07358387112617493]]"
466,"[['calm', 0.3603235185146332], ['sad', 0.23082639276981354], ['happy', 0.09528589248657227], ['angry', 0.07653827965259552], ['serious', 0.07423649728298187]]"
467,"[['calm', 0.3611399233341217], ['sad', 0.22953419387340546], ['happy', 0.09668286144733429], ['angry', 0.07762335985898972], ['serious', 0.07318058609962463]]"
468,"[['calm', 0.36363017559051514], ['sad', 0.2253473699092865], ['happy', 0.10099601745605469], ['angry', 0.07964237034320831], ['serious', 0.0754534974694252]]"
469,"[['calm', 0.36568760871887207], ['sad', 0.22005698084831238], ['happy', 0.1005309522151947], ['angry', 0.0795871689915657], ['serious', 0.07668786495923996]]"
470,"[['calm', 0.35488077998161316], ['sad', 0.21737736463546753], ['happy', 0.10215127468109131], ['angry', 0.07899627089500427], ['serious', 0.07427014410495758]]"
471,"[['calm', 0.35075637698173523], ['sad', 0.2112533301115036], ['happy', 0.10246970504522324], ['angry', 0.07854069024324417], ['serious', 0.07380668073892593]]"
472,"[['calm', 0.34936004877090454], ['sad', 0.2113160490989685], ['happy', 0.10315294563770294], ['angry', 0.07748062908649445], ['serious', 0.07248925417661667]]"
473,"[['calm', 0.3489554226398468], ['sad', 0.21208177506923676], ['happy', 0.1047416403889656], ['angry', 0.07747961580753326], ['serious', 0.06970884650945663]]"
474,"[['calm', 0.35045164823532104], ['sad', 0.21283839643001556], ['happy', 0.1064363569021225], ['angry', 0.08028753101825714], ['serious', 0.06747929751873016]]"
475,"[['calm', 0.3522426187992096], ['sad', 0.2183234542608261], ['happy', 0.10350190103054047], ['angry', 0.08161994069814682], ['serious', 0.07011254131793976]]"
476,"[['calm', 0.3441278636455536], ['sad', 0.21825304627418518], ['happy', 0.10321783274412155], ['angry', 0.08110245317220688], ['serious', 0.06578728556632996]]"
477,"[['calm', 0.3419433534145355], ['sad', 0.2177288830280304], ['happy', 0.10389545559883118], ['angry', 0.08079469203948975], ['serious', 0.06481543183326721]]"
478,"[['calm', 0.3414129614830017], ['sad', 0.21909675002098083], ['happy', 0.10326902568340302], ['angry', 0.07953391224145889], ['serious', 0.06234406307339668]]"
479,"[['calm', 0.346687912940979], ['sad', 0.2196444869041443], ['happy', 0.10139629244804382], ['angry', 0.07909262180328369], ['serious', 0.0637054517865181]]"
480,"[['calm', 0.3421616852283478], ['sad', 0.21559645235538483], ['happy', 0.1030765175819397], ['angry', 0.07708705961704254], ['serious', 0.06449882686138153]]"
481,"[['calm', 0.34440144896507263], ['sad', 0.21712444722652435], ['happy', 0.10090264678001404], ['angry', 0.07463846355676651], ['serious', 0.06392376124858856]]"
482,"[['calm', 0.34756192564964294], ['sad', 0.2195976823568344], ['happy', 0.10379496961832047], ['angry', 0.08023475110530853], ['serious', 0.0642436221241951]]"
483,"[['calm', 0.3588591516017914], ['sad', 0.22909438610076904], ['happy', 0.10524655133485794], ['angry', 0.08393565565347672], ['serious', 0.06844406574964523]]"
484,"[['calm', 0.3660026788711548], ['sad', 0.2369987815618515], ['happy', 0.09905726462602615], ['angry', 0.08571989089250565], ['serious', 0.07311157882213593]]"
485,"[['calm', 0.3663479685783386], ['sad', 0.237625390291214], ['happy', 0.09369076043367386], ['angry', 0.08359145373106003], ['serious', 0.07127372920513153]]"
486,"[['calm', 0.3738326132297516], ['sad', 0.2470819503068924], ['happy', 0.0901242345571518], ['angry', 0.08803625404834747], ['serious', 0.07891933619976044]]"
487,"[['calm', 0.3732406198978424], ['sad', 0.2574397027492523], ['angry', 0.08848866075277328], ['happy', 0.08510632067918777], ['serious', 0.08055666834115982]]"
488,"[['calm', 0.3763110339641571], ['sad', 0.266144335269928], ['angry', 0.09345177561044693], ['serious', 0.08701957017183304], ['happy', 0.08351647853851318]]"
489,"[['calm', 0.35354554653167725], ['sad', 0.26075559854507446], ['angry', 0.0901070237159729], ['serious', 0.0839824303984642], ['happy', 0.08385719358921051]]"
490,"[['calm', 0.3571254312992096], ['sad', 0.2531822621822357], ['angry', 0.09120199829339981], ['happy', 0.08383345603942871], ['serious', 0.08231798559427261]]"
491,"[['calm', 0.35556983947753906], ['sad', 0.24813492596149445], ['happy', 0.08086319267749786], ['serious', 0.079280324280262], ['angry', 0.07697274535894394]]"
492,"[['calm', 0.347586452960968], ['sad', 0.25234583020210266], ['happy', 0.07972370833158493], ['serious', 0.07715623825788498], ['angry', 0.07244933396577835]]"
493,"[['calm', 0.33301636576652527], ['sad', 0.2515304684638977], ['happy', 0.07798725366592407], ['serious', 0.07308519631624222], ['angry', 0.07037043571472168]]"
494,"[['calm', 0.3431209325790405], ['sad', 0.2551519572734833], ['serious', 0.07642708718776703], ['happy', 0.07629363983869553], ['angry', 0.07272933423519135]]"
495,"[['calm', 0.3396419286727905], ['sad', 0.24193906784057617], ['happy', 0.07772938162088394], ['angry', 0.07505407929420471], ['serious', 0.07358630746603012]]"
496,"[['calm', 0.3437621593475342], ['sad', 0.23275527358055115], ['happy', 0.08273202180862427], ['angry', 0.07704813778400421], ['serious', 0.07373957335948944]]"
497,"[['calm', 0.3334980309009552], ['sad', 0.2307504266500473], ['happy', 0.08699112385511398], ['angry', 0.07989825308322906], ['serious', 0.07284708321094513]]"
498,"[['calm', 0.342631459236145], ['sad', 0.23630347847938538], ['happy', 0.08894141018390656], ['angry', 0.08279982209205627], ['serious', 0.07436849176883698]]"
499,"[['calm', 0.3264460265636444], ['sad', 0.22744257748126984], ['happy', 0.09589177370071411], ['angry', 0.08907334506511688], ['serious', 0.07546661049127579]]"
500,"[['calm', 0.33368033170700073], ['sad', 0.22263360023498535], ['happy', 0.09233330190181732], ['angry', 0.08422891795635223], ['serious', 0.07748916000127792]]"
501,"[['calm', 0.3482353091239929], ['sad', 0.23193955421447754], ['happy', 0.0868774801492691], ['angry', 0.08487574756145477], ['serious', 0.08333411812782288]]"
502,"[['calm', 0.3495210111141205], ['sad', 0.21827082335948944], ['happy', 0.09189536422491074], ['angry', 0.08733031898736954], ['serious', 0.08536659926176071]]"
503,"[['calm', 0.34600672125816345], ['sad', 0.20415763556957245], ['angry', 0.09047362208366394], ['happy', 0.08929947763681412], ['serious', 0.08637247234582901]]"
504,"[['calm', 0.34829360246658325], ['sad', 0.20165644586086273], ['angry', 0.09755346924066544], ['happy', 0.09198545664548874], ['serious', 0.0886707678437233]]"
505,"[['calm', 0.3398103713989258], ['sad', 0.2011728137731552], ['angry', 0.1027342677116394], ['happy', 0.08920328319072723], ['serious', 0.08631110191345215]]"
506,"[['calm', 0.3332049250602722], ['sad', 0.20567455887794495], ['angry', 0.1032228171825409], ['happy', 0.08572617173194885], ['serious', 0.08141050487756729]]"
507,"[['calm', 0.3467200994491577], ['sad', 0.20487971603870392], ['angry', 0.10148391127586365], ['happy', 0.08244766294956207], ['serious', 0.0786171481013298]]"
508,"[['calm', 0.3490416705608368], ['sad', 0.20788617432117462], ['angry', 0.10373390465974808], ['happy', 0.08574648201465607], ['serious', 0.07694203406572342]]"
509,"[['calm', 0.35314032435417175], ['sad', 0.20611073076725006], ['angry', 0.10030624270439148], ['happy', 0.08338522911071777], ['serious', 0.07455911487340927]]"
510,"[['calm', 0.34594953060150146], ['sad', 0.1964392215013504], ['angry', 0.10258490592241287], ['happy', 0.08601914346218109], ['serious', 0.07361152023077011]]"
511,"[['calm', 0.3434600234031677], ['sad', 0.18670006096363068], ['angry', 0.1118994876742363], ['happy', 0.08828205615282059], ['serious', 0.07338004559278488]]"
512,"[['calm', 0.339580774307251], ['sad', 0.1859404295682907], ['angry', 0.11417145282030106], ['happy', 0.08509405702352524], ['serious', 0.07384725660085678]]"
513,"[['calm', 0.3442966341972351], ['sad', 0.19049784541130066], ['angry', 0.11458128690719604], ['happy', 0.08195146173238754], ['serious', 0.07592906057834625]]"
514,"[['calm', 0.34365028142929077], ['sad', 0.20069627463817596], ['angry', 0.11077172309160233], ['happy', 0.07699359953403473], ['serious', 0.07163151353597641]]"
515,"[['calm', 0.3433782458305359], ['sad', 0.2105296105146408], ['angry', 0.1174522414803505], ['happy', 0.07544020563364029], ['serious', 0.06758648157119751]]"
516,"[['calm', 0.33688732981681824], ['sad', 0.20720274746418], ['angry', 0.11845743656158447], ['happy', 0.07576577365398407], ['serious', 0.062411464750766754]]"
517,"[['calm', 0.3412812352180481], ['sad', 0.2109546810388565], ['angry', 0.11325917392969131], ['happy', 0.07550948858261108], ['serious', 0.06063695251941681]]"
